lat,lon,velocity,heading,vertrate,baroaltitude,geoaltitude,rss,doppler,label,altitude_difference,speed_change,trajectory_jump,signal_strength_variation,doppler_shift_anomaly,Simulated_Attack,Predicted_Category
40.27355129,-74.08274564,232.0347752,66.61793018,0.0,8839.2,9159.24,-88.10688991,642.4586972312107,0,320.03999999999905,18.9506375,1.3966454299999995,130.752078703145,421.32716732643274,GNSS Jamming (Simulated),Normal GNSS
40.33222961,-74.11401367,40.975069,321.1155036,2.92608,304.8,281.94,-87.52422139,-189.39235933623502,0,22.860000000000014,0.0,0.00839000000000567,125.51619094570559,482.01615497613545,GNSS Jamming (Simulated),Weak GNSS Signal
40.50161071,-74.16632912,145.2746499,42.560302,-10.07872,2019.3,2057.4,-86.97334222,247.00450973061012,0,38.100000000000136,1.0754006000000231,0.020873399999999265,86.57902137848724,192.83542509900886,GNSS Jamming (Simulated),Normal GNSS
40.63899368,-73.32435027,16.56679009,290.4442391,25.81303824,1235.658767,1239.286308,-66.92820821,-35.137950199786275,2,3.6275410000000647,60.06608490000001,0.21918661000000128,143.98039303377695,362.2112872053395,GNSS Jamming (Simulated),Normal GNSS
41.07705688,-73.87744141,66.36526994,359.5558556,2.27584,342.9,327.66,-87.70211713,-207.56912951584664,0,15.239999999999952,0.005981460000000993,0.004920590000011771,82.22283857706947,503.4155904963703,GNSS Jamming (Simulated),Normal GNSS
40.72518591,-73.78944002,27.65357974,162.077115,-10.72896,3566.16,3642.36,-71.88309456,-98.05679870865414,3,76.20000000000027,3.25350087,0.0033836899999926118,97.27455530160894,292.69520460053127,GNSS Jamming (Simulated),Normal GNSS
40.77618027,-73.87202454,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-81.58172725,-93.59703119074382,0,126.24808931665393,0.0,0.00013352000000566022,90.1156387729419,169.658662733597,GNSS Jamming (Simulated),Normal GNSS
40.62160146,-73.12577269,83.58998644,120.1629835,12.76892265,-2368.291062,-2377.490023,-69.15595464,-56.11844550808658,2,9.198961000000054,208.69902565999996,0.15681349999999128,136.36559728500762,314.9152121995518,GNSS Jamming (Simulated),GNSS Jamming
40.58361891,-73.3350372,241.5044244,264.2686739,4.65736308,-2253.080237,-2244.508465,-68.96865935,256.19003474049543,2,8.571772000000237,57.56729769999998,0.15353894000000423,95.81782441408664,421.844425310976,GNSS Jamming (Simulated),Normal GNSS
40.67156837,-73.26091377,158.505065,333.4808018,20.23017355,-341.9111141,-358.6037414,-66.80012399,-35.69641637000038,2,16.69262729999997,13.546024799999998,0.12655000000000882,144.75032408331904,216.76515601374106,GNSS Jamming (Simulated),Normal GNSS
40.77677536,-73.87635803,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-85.35912253,113.31583539176748,0,126.24808931665393,0.0,0.0,125.9917704490929,502.34183680477855,GNSS Jamming (Simulated),Weak GNSS Signal
40.77534485,-73.87153625,63.17405834,307.0565282,-5.52704,0.0,1422.9190719423957,-82.53346744,172.12416817281658,0,1422.9190719423957,0.0,0.0,82.62153381714016,269.6352031217299,GNSS Jamming (Simulated),GNSS Spoofing
40.41675829,-73.62262795,136.9088107,264.3978124,-2.60096,883.92,899.16,-81.9825758,10.073428135355172,1,15.240000000000009,0.9271407999999894,0.017631430000001558,80.67261030959503,359.5218236684374,GNSS Jamming (Simulated),Normal GNSS
41.05964402,-73.70234403,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-86.18110526,91.4499583982807,0,126.24808931665393,0.0,0.00011843999999427979,83.64764355131894,420.8356579241006,GNSS Jamming (Simulated),Normal GNSS
40.64416444,-73.37740567,113.5614171,262.9181162,16.08563721,2474.281307,2460.271139,-66.99834217,-51.473566005168806,2,14.010168000000249,38.05626848,0.06852770999999791,123.67979677028276,209.45356740970826,GNSS Jamming (Simulated),Normal GNSS
40.6340626,-74.21331865,169.7914609,206.254508,-0.65024,-7.62,1422.9190719423957,-68.80924802,7.0590989735841845,3,1430.5390719423956,0.0,0.022646280000010677,136.35480147714657,405.90036893580407,GNSS Jamming (Simulated),GNSS Spoofing
40.7153984,-74.21983763,62.50441673,295.1944289,-0.65024,-7.62,1422.9190719423957,-88.99183734,241.3332866391981,1,1430.5390719423956,0.0,0.0,96.76588306215527,290.5698462539384,GNSS Jamming (Simulated),GNSS Spoofing
40.63206959,-73.38797451,68.34478203,219.3844433,14.08646496,1939.705876,1953.859106,-66.64577623,-1.287524478171754,2,14.153230000000121,91.38054557000001,0.01036884999999188,140.0765311858558,296.9846932726238,GNSS Jamming (Simulated),GNSS Jamming
40.58759269,-73.84360574,262.0156775,48.42251391,0.32512,7010.4,7246.62,-85.08697007,885.4647539096434,0,236.22000000000025,2.2214574999999854,0.04006849999999673,84.51066211675915,300.12143284216296,GNSS Jamming (Simulated),Normal GNSS
40.75548399,-73.45011286,52.29262019,321.2162335,24.26838181,2111.638254,2085.65329,-65.88339078,-128.2630164890007,2,25.984963999999763,191.12288761,0.038827550000007705,137.03528472098506,165.884610562613,GNSS Jamming (Simulated),GNSS Jamming
40.87214666,-74.35009507,82.83027682,263.5812133,-3.90144,68.58,53.34,-68.41085981,-289.9382236053922,3,15.239999999999995,0.0,0.01064631999999932,145.3741507870262,307.1140518944869,GNSS Jamming (Simulated),Normal GNSS
40.63992124,-73.5722096,110.6473254,329.8586144,-2.92608,411.48,396.24,-67.80811695,231.73702364322023,3,15.240000000000009,4.069227999999995,0.015223909999988905,134.23887631164823,330.94330869244556,GNSS Jamming (Simulated),Normal GNSS
40.74774947,-73.34596475,31.52158448,48.61302186,-21.95919654,-554.0890472,-540.5136047,-65.0970151,30.469119504082197,2,13.575442500000008,139.12354392,0.09075680000000119,131.05749928898237,294.93478682147725,GNSS Jamming (Simulated),GNSS Jamming
40.56795534,-73.22697807,35.02795155,196.8929447,29.36636804,-2353.943352,-2342.078456,-67.32043936,-165.6710437414714,2,11.86489599999959,117.20575505000001,1.195496569999996,147.56319027232,270.6532853348483,GNSS Jamming (Simulated),GNSS Jamming
40.38702393,-74.14648438,203.1141922,192.1352989,9.42848,4777.74,4899.66,-87.39409759,821.4153000619696,0,121.92000000000007,1.1138397999999938,0.022197770000005335,83.03301809387861,478.5765447300316,GNSS Jamming (Simulated),Normal GNSS
41.06638246,-73.7030931,0.0,0.0,0.0,1296.6709826257418,1422.9190719423957,-69.00404355,-188.02270617801906,3,126.24808931665393,0.0,0.0,103.30122822381244,398.8197540559457,GNSS Jamming (Simulated),Normal GNSS
41.08840167,-73.7349909,98.86029001,285.6996685,10.07872,563.88,556.26,-87.21873353,-124.10379459327612,0,7.6200000000000045,4.690335689999998,0.01496665999999891,88.91077186003535,431.1214468611289,GNSS Jamming (Simulated),Normal GNSS
40.35767119,-73.84922374,117.5422924,316.5960639,-4.22656,777.24,769.62,-84.86089461,-29.50758181181888,0,7.6200000000000045,1.7931926000000118,0.01674927999999909,115.43548166931757,367.5582442348282,GNSS Jamming (Simulated),Normal GNSS
40.62301894,-73.35614985,59.32188474,46.75698831,-0.65024,1059.18,1021.08,-69.95562794,6.415381392613838,0,38.10000000000002,3.2592891600000016,0.00902607999999816,132.71846316609776,273.82535792654824,GNSS Jamming (Simulated),Normal GNSS
40.58948328,-74.12474195,81.8758273,230.5933148,1.6256,365.76,350.52,-88.15205847,-14.683369943896409,1,15.240000000000009,2.1188736499999976,0.012337319999993213,124.23018983836488,320.89110591696016,GNSS Jamming (Simulated),Normal GNSS
40.64751603,-73.23600087,183.3575242,354.4131131,28.75567778,3091.598462,3106.308721,-64.81621155,70.0790013066443,2,14.710258999999951,61.31427529999999,0.08032442000000373,141.24690721605862,406.3785376064104,GNSS Jamming (Simulated),Weak GNSS Signal
40.7153984,-74.21983763,62.50441673,295.1944289,-0.65024,-7.62,1422.9190719423957,-88.57887355,93.78602422746424,1,1430.5390719423956,0.0,0.0,90.93155060989649,320.4998587807742,GNSS Jamming (Simulated),GNSS Spoofing
40.72431661,-74.14816423,56.84315217,205.1735245,-0.65024,-7.62,1422.9190719423957,-85.64343072,284.75252031237045,0,1430.5390719423956,0.0,0.0,131.46903197130533,275.76760617926493,GNSS Jamming (Simulated),GNSS Spoofing
40.76969341,-73.88251045,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-82.54637979,-57.51564406616592,0,126.24808931665393,0.0,0.0008405800000019781,93.58105489087224,229.61543858985803,GNSS Jamming (Simulated),Normal GNSS
40.77521896,-73.86608887,48.37415164,302.8450583,0.0,1296.6709826257418,1422.9190719423957,-85.23724952,97.6178038812672,0,126.24808931665393,0.0,0.0,99.05665501466645,327.41497935150164,GNSS Jamming (Simulated),Normal GNSS
40.66080462,-73.44673216,18.30466802,204.1082124,-8.941917098,1177.727938,1151.92491,-67.96211464,-132.18760272373763,2,25.80302800000004,67.14824766000001,0.06580104999999747,130.33647488526097,280.16084306640164,GNSS Jamming (Simulated),GNSS Jamming
40.6067641,-73.3086677,248.921127,283.6510312,21.94963767,3138.779061,3152.604071,-69.89965258,85.46052735422387,2,13.82501000000002,17.087082299999963,0.2527044200000006,150.1494103745137,377.30699614680873,GNSS Jamming (Simulated),Normal GNSS
41.06613806,-73.70299946,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-85.90384616,-77.1222374834195,0,126.24808931665393,0.0,0.0,122.85169366231766,211.88573539105204,GNSS Jamming (Simulated),Normal GNSS
40.77304459,-73.86555481,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-83.88824667,106.31193442023279,0,126.24808931665393,64.14031060045608,0.5220909099999957,85.53633902843848,428.64043806932983,GNSS Jamming (Simulated),Normal GNSS
40.62954518,-73.16434173,66.35222376,54.38205069,35.11337779,-1655.235628,-1685.486903,-66.1734811,199.30939173900293,2,30.251275000000078,224.11904174,0.17261709999999653,124.53585871851482,323.7940739791265,GNSS Jamming (Simulated),GNSS Jamming
40.6750768,-73.56168281,143.8540338,62.24612308,18.20672,2209.8,2217.42,-73.8559898,108.43820581873716,1,7.619999999999891,0.15462049999999294,0.02069948000001176,83.80426497853675,393.00365600499606,GNSS Jamming (Simulated),Normal GNSS
41.06638246,-73.7030931,0.0,0.0,0.0,114.3,1422.9190719423957,-69.75267592,-24.262278936858777,3,1308.6190719423957,0.0,0.0,142.35427417624427,357.93893337004863,GNSS Jamming (Simulated),Normal GNSS
41.03884478,-73.93439596,89.82021346,9.89392067,0.32512,213.36,190.5,-69.5544543,-119.13172801991011,3,22.860000000000014,0.3306131800000003,0.009819679999992559,129.67047995704345,218.08453231144495,GNSS Jamming (Simulated),Normal GNSS
40.58190414,-73.11690952,129.4386265,106.0851991,-21.40313403,-1869.022109,-1866.550924,-70.08567884,91.86415156475819,2,2.471185000000105,21.30068750000001,0.03704605000000072,93.07034456960733,276.59637316580364,GNSS Jamming (Simulated),Normal GNSS
40.31850148,-73.51627877,147.4795297,255.8668095,-0.32512,1371.6,1363.98,-64.59842374,90.93934350423389,3,7.619999999999891,0.06817540000000122,0.020153529999994646,87.53932782803709,246.76479472163723,GNSS Jamming (Simulated),Normal GNSS
40.29268426,-73.85128368,130.3077614,338.702646,-1.6256,891.54,906.78,-85.5752124,-268.86267213866597,0,15.240000000000009,0.8701341999999954,0.017899830000004613,92.93432919858743,516.3346133605171,GNSS Jamming (Simulated),Weak GNSS Signal
40.53627621,-73.21711185,91.15062348,190.3052942,-10.80289875,-1432.839435,-1423.268725,-66.65329048,26.04140911991584,2,9.57071000000019,72.39609365,0.016162889999989716,149.7203834521036,409.32623705958645,GNSS Jamming (Simulated),GNSS Jamming
40.73487048,-73.98110782,142.150475,247.8905517,0.0,609.6,594.36,-70.1303895,-89.97518672167662,3,15.240000000000009,1.7357504000000006,0.02048900000001197,112.26350224688805,313.64677196811874,GNSS Jamming (Simulated),Normal GNSS
41.07069397,-73.7063446,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-86.75774763,100.22423402654542,0,126.24808931665393,0.0,1.096999999106174e-05,134.97499735412813,159.98382854327673,GNSS Jamming (Simulated),Normal GNSS
40.63088627,-74.19597973,113.5570313,203.7780046,6.82752,586.74,579.12,-88.22683452,33.58389758234839,0,7.6200000000000045,4.531308700000011,0.011886060000009024,124.57225446496282,410.8822855074678,GNSS Jamming (Simulated),Normal GNSS
41.06355441,-73.7157024,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-83.53024365,-60.3359370881297,0,126.24808931665393,0.0,2.9310000002169545e-05,120.06902845772919,171.92598662890475,GNSS Jamming (Simulated),Normal GNSS
40.89463806,-74.1762085,137.5654422,126.4842176,-0.65024,1203.96,1211.58,-86.85048549,-202.55562974796914,0,7.619999999999891,2.1286029999999982,0.020355219999999008,90.42470456305236,412.21489815445125,GNSS Jamming (Simulated),Normal GNSS
40.77365112,-73.86573792,117.37718697045607,182.77641750174155,1.7649764068873306,0.0,1422.9190719423957,-82.3257246,72.03337420048938,0,1422.9190719423957,0.0,0.0,146.30354893926676,196.55020108861117,GNSS Jamming (Simulated),GNSS Spoofing
41.06700897,-73.70401001,52.32429119,329.9057585,1.30048,1296.6709826257418,1422.9190719423957,-83.74723791,-152.1344615765034,0,126.24808931665393,0.0,0.0,101.20941817523538,181.15148133917126,GNSS Jamming (Simulated),Normal GNSS
40.97665384,-74.06868455,51.7368021,248.2245226,-2.92608,53.34,30.48,-85.73480045,48.00251717819623,1,22.860000000000003,0.0,0.0,120.53648813398014,331.2669173273176,GNSS Jamming (Simulated),Normal GNSS
40.70539565,-73.52926955,20.41258704,237.3002844,-9.401476705,929.6273212,929.4534361,-68.57656831,267.79105453490973,2,0.1738851000000068,63.14710673,0.08915070999999841,131.11006341370847,293.0434110140917,GNSS Jamming (Simulated),Normal GNSS
40.68040889,-73.16924576,67.55524192,37.53701675,21.61239729,-978.3650841,-968.579121,-67.85965331,-126.08455300833973,2,9.785963100000004,64.878165829,0.04994997000000723,126.42372275743581,219.2259692146903,GNSS Jamming (Simulated),Normal GNSS
40.74423282,-73.32382243,63.94463525,61.30181054,10.53017181,-2881.941831,-2876.781283,-67.7903693,97.79320450467354,2,5.16054800000029,122.80629955,0.1071866099999852,147.22126100665764,173.0420092788088,GNSS Jamming (Simulated),GNSS Jamming
40.72819003,-74.02932402,134.8196668,271.3118878,-1.30048,594.36,579.12,-69.1697127,188.05517199078156,3,15.240000000000009,3.2201438000000167,0.016308240000007856,90.87284315655982,292.7320599208032,GNSS Jamming (Simulated),Normal GNSS
41.07591248,-73.70967102,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-83.84286687,87.45775304391474,0,126.24808931665393,0.0,0.0,115.73881285300467,153.17220245046602,GNSS Jamming (Simulated),Normal GNSS
41.07590239,-73.70967865,117.37718697045607,182.77641750174155,1.7649764068873306,1296.6709826257418,1422.9190719423957,-86.72060005,68.47930592679883,0,126.24808931665393,0.0,0.0,108.3168941133051,158.309311374639,GNSS Jamming (Simulated),Normal GNSS
40.8570836,-74.01770158,193.9290124,122.762623,-6.5024,5775.96,5928.36,-87.26823643,-171.01607412638765,0,152.39999999999964,0.0,0.02795991000000697,113.61077884331388,507.4578885853779,GNSS Jamming (Simulated),Weak GNSS Signal
40.64218578,-73.41485984,105.802853,177.9441841,5.607884834,-2103.452503,-2107.230401,-67.27279094,194.22146888840422,2,3.777897999999823,84.07420556,0.14065295000001043,89.68876457823899,192.27700201607618,GNSS Jamming (Simulated),GNSS Jamming
40.57513339,-73.15042423,165.3196707,105.5805572,13.41923042,3063.675797,3070.473363,-68.20337752,98.45747979155391,2,6.797566000000188,65.11752059999999,0.13702708000000285,90.98790177954649,371.38161507664563,GNSS Jamming (Simulated),Normal GNSS
40.84884385,-74.10209656,115.2561238,163.6681884,0.0,899.16,906.78,-85.64416943,248.74952382893602,0,7.6200000000000045,1.3866086000000024,0.01405592999999783,99.51519646509732,386.7754421479259,GNSS Jamming (Simulated),Normal GNSS
40.52237301,-74.26458185,147.5593635,162.1335684,10.40384,1706.88,1722.12,-87.84893564,440.88986320452557,0,15.239999999999782,2.307487100000003,0.016038909999998907,101.43045896869067,656.1437521658041,GNSS Jamming (Simulated),Weak GNSS Signal
40.81704614,-73.70732148,104.6485824,329.9057585,-2.92608,121.92,1422.9190719423957,-72.715,272.97592681998884,3,1300.9990719423956,0.0,0.014410220000009133,110.15652731529325,324.02414758280736,GNSS Jamming (Simulated),Normal GNSS
40.71739197,-73.39685059,37.13273755,312.7542574,-1.6256,76.2,53.34,-74.32693006,76.46154077087553,0,22.86,0.6906342500000022,0.005446949999999617,122.81287308307382,376.3432583035344,GNSS Jamming (Simulated),Normal GNSS
40.90354041,-74.03582315,97.77413906,232.1012489,-3.57632,548.64,548.64,-84.77862614,124.7557733680857,1,0.0,0.2724103999999983,0.015651839999996753,124.58788823940998,435.9912118471912,GNSS Jamming (Simulated),Normal GNSS
40.59562683,-73.80560303,71.9927572,30.96375653,-3.57632,190.5,167.64,-81.51774596,-4.513297206060656,0,22.860000000000014,2.0264818899999995,0.01059365999999784,109.02655079562781,291.33185737933076,GNSS Jamming (Simulated),Normal GNSS
40.71988546,-73.37917629,101.5823533,113.1560324,33.2926955,-1655.569676,-1635.382329,-66.07346595,213.60668041934366,2,20.187347000000045,85.7689102,0.12243392999999259,110.31203658205555,282.8467423419188,GNSS Jamming (Simulated),GNSS Jamming
40.64021748,-73.23419497,288.4918911,116.5430202,9.882082532,-952.4825183,-967.7880924,-68.45863112,49.145674468214715,2,15.305574099999944,170.47173529999998,0.16956934999999618,96.83653170833719,220.62294902707862,GNSS Jamming (Simulated),GNSS Jamming
41.0935429,-73.83946086,257.4544237,232.3057595,8.128,1082.04,1074.42,-68.49382608,-148.50811855999385,3,7.619999999999891,18.889927999999998,0.03855595000000278,123.04381549307463,295.31372071165947,GNSS Jamming (Simulated),Normal GNSS
41.06318199,-73.70922609,15.43332,323.1301024,0.0,121.92,1422.9190719423957,-86.13848386,44.316719344988556,0,1300.9990719423956,0.0,0.0,102.28835618167483,376.7042149077316,GNSS Jamming (Simulated),GNSS Spoofing
40.79414497,-73.79210732,74.6103438,91.18526082,-3.2512,594.36,571.5,-82.64063249,-55.392830353374194,0,22.860000000000014,0.34486869999999215,0.009132990000004781,82.85143484720969,514.2523484284161,GNSS Jamming (Simulated),Normal GNSS
40.67450011,-73.44235269,227.6702244,182.9848,36.24628873,-1665.401484,-1673.826619,-65.127651,106.26834883347645,2,8.425134999999955,174.20472055,0.0896962400000092,110.95812671480306,385.83219255297877,GNSS Jamming (Simulated),GNSS Jamming
40.88511933,-74.28448306,37.94351463,277.4711923,-6.82752,68.58,45.72,-89.92596069,215.20226010536942,1,22.86,0.0,0.0,113.24213059600086,294.229040535139,GNSS Jamming (Simulated),Normal GNSS
40.38583529,-74.13430647,188.6719425,193.2405199,-0.32512,5173.98,5288.28,-87.38808788,360.4734420008797,0,114.30000000000018,2.502910899999989,0.02177134999998742,96.03013247715249,256.0695038289357,GNSS Jamming (Simulated),Normal GNSS
40.67357012,-73.40771482,173.9547238,160.7993857,-22.33771789,-1938.527982,-1923.351973,-65.54639144,-266.01432371024407,2,15.176009000000022,39.32893389999998,0.12064343999998783,121.7132487879057,421.25360241564556,GNSS Jamming (Simulated),Normal GNSS
40.77424622,-73.61328125,79.54109474,216.0546182,0.0,1821.18,1836.42,-82.27222566,-91.1352511138534,0,15.240000000000009,0.9180126499999943,0.011736349999992512,119.74366987917873,436.8171613755576,GNSS Jamming (Simulated),Normal GNSS
40.56391546,-73.68416547,74.99245541,50.96375653,-3.57632,68.58,60.96,-79.60197166,-92.03669265782777,1,7.619999999999997,0.2633772200000095,0.0,129.4410973219248,275.01878306828394,GNSS Jamming (Simulated),Normal GNSS
41.00335026,-74.00993355,102.4777097,147.0424748,-0.32512,594.36,586.74,-85.76955595,9.77030231410967,1,7.6200000000000045,0.2720964999999893,0.01441639000000805,125.57395601501591,163.60018684076556,GNSS Jamming (Simulated),Normal GNSS
40.83976616,-73.26713562,165.5526832,307.2972044,-0.32512,3040.38,3093.72,-78.11917427,584.3738706816462,0,53.33999999999969,0.20130130000001145,0.02420081000001062,130.9361068087537,484.5444859637092,GNSS Jamming (Simulated),Weak GNSS Signal
40.7010498,-74.02441406,56.53503164,7.319019376,3.90144,601.98,594.36,-86.77154694,62.6913082861674,0,7.6200000000000045,1.3987637000000035,0.005225840000008475,102.20388741494354,210.0249708229815,GNSS Jamming (Simulated),Normal GNSS
41.06638246,-73.7030931,0.0,0.0,0.0,114.3,1422.9190719423957,-72.42670703,15.011269590393596,3,1308.6190719423957,0.0,0.0,135.52753216966966,357.98458544246284,GNSS Jamming (Simulated),Normal GNSS
40.30736923,-73.56735764,150.3866852,253.3007558,0.0,1371.6,1363.98,-66.08288023,-35.97859244995506,3,7.619999999999891,0.2924134999999808,0.020921540000003347,119.2414023250556,306.8852495581425,GNSS Jamming (Simulated),Normal GNSS
40.35988595,-73.90654228,115.2779357,264.3497737,-1.6256,1196.34,1203.96,-85.42631336,42.56334354925837,1,7.620000000000118,2.987134400000002,0.014589210000004016,110.38538145954524,332.49770546048893,GNSS Jamming (Simulated),Normal GNSS
40.68264085,-73.31299117,37.8752729,125.8162827,-11.38666252,2501.441057,2509.546799,-68.63130989,-39.95546716146362,2,8.105742000000191,190.9025447,0.21291721999999424,124.62379835168927,285.079234603039,GNSS Jamming (Simulated),GNSS Jamming
40.86781311,-74.03900146,65.2370978,228.5165475,-4.22656,53.34,76.2,-85.27857275,-363.71847853066464,0,22.86,0.0,0.0,105.29102662363628,290.16706972569943,GNSS Jamming (Simulated),Normal GNSS
40.77677536,-73.87635803,117.37718697045607,182.77641750174155,1.7649764068873306,0.0,1422.9190719423957,-85.24708968,-62.05501394131281,0,1422.9190719423957,0.0,0.0,115.99380540782454,246.37249139933215,GNSS Jamming (Simulated),GNSS Spoofing
40.6097688,-73.18290131,190.8592676,120.9771442,21.14439347,-2263.476852,-2270.603705,-67.10088162,145.3342822238664,2,7.12685300000021,189.72141889,0.10639223999999814,132.25225427340894,335.5407992697192,GNSS Jamming (Simulated),GNSS Jamming
40.49410385,-74.13817706,151.8368197,275.0538261,-2.27584,7.62,0.0,-59.08538475,-76.15548942580656,3,7.62,1.884694599999989,0.019130440000012072,143.79684004855193,227.7468875155721,GNSS Jamming (Simulated),Normal GNSS
40.57757159,-73.21577983,257.4253176,196.5866111,-15.80742505,1171.344085,1164.878688,-66.12311775,35.01767893416042,2,6.465396999999939,60.93234670000004,0.18276389999999765,145.65919874368703,383.53131658624545,GNSS Jamming (Simulated),Weak GNSS Signal
40.73313487,-73.34365588,64.32334594,45.7422531,-15.4861286,-1540.2987,-1557.877026,-66.7383619,13.93070168035652,2,17.578325999999834,33.51991912999999,0.19101540999999145,116.48373812794017,299.01634528456225,GNSS Jamming (Simulated),Normal GNSS
40.5720908,-73.52469011,79.50115778,254.6148116,-0.97536,205.74,182.88,-75.99073817,101.32041517249203,0,22.860000000000014,0.8517718899999949,0.010765810000002318,116.8347486792762,386.68362218568353,GNSS Jamming (Simulated),Normal GNSS
40.6124128,-73.40956941,89.83789055,249.9047688,-1.30048,320.04,297.18,-72.33255141,160.5226161290069,3,22.860000000000014,1.9296612899999985,0.012799909999998249,136.41592592642994,295.70192609402727,GNSS Jamming (Simulated),Normal GNSS
40.706394,-74.01102239,80.85285766,80.47774499,-0.65024,1402.08,1371.6,-86.98984236,332.7044272598962,0,30.480000000000018,59.868970739999995,0.6136399599999933,102.91367184045941,744.094785872053,GNSS Jamming (Simulated),Weak GNSS Signal
40.66558536,-73.43942077,23.71355793,200.8239807,-7.314931856,1004.589943,1003.414868,-67.0984718,193.29985041629993,2,1.1750749999999925,21.701805568,0.184517630000002,140.17526612757652,323.7498292927665,GNSS Jamming (Simulated),Normal GNSS
40.61235848,-73.78043435,66.61801512,30.12904264,-4.22656,38.1,38.1,-83.73706288,340.68525590089354,0,0.0,0.0,0.0,114.73637753247299,293.2142932091269,GNSS Jamming (Simulated),Normal GNSS
41.07480841,-73.71020924,5.296525152,330.9453959,0.0,129.54,1422.9190719423957,-83.3150389,-169.2556158110708,0,1293.3790719423957,0.0,0.0003496799999922473,88.22452927513058,283.27762421849366,GNSS Jamming (Simulated),GNSS Spoofing
40.777771,-74.11425781,102.6260982,205.5374344,-6.82752,533.4,533.4,-85.57212681,355.1212373745483,0,0.0,0.9365108000000077,0.013164519999996571,85.09446400873192,583.0283942605618,GNSS Jamming (Simulated),Weak GNSS Signal
40.77676935,-73.87636185,117.37718697045607,182.77641750174155,1.7649764068873306,0.0,1422.9190719423957,-84.72260314,-88.32000692380669,0,1422.9190719423957,0.0,0.0,139.04782474470383,212.53340528923275,GNSS Jamming (Simulated),GNSS Spoofing
40.77624247,-73.67608175,104.6485824,329.9057585,-2.92608,121.92,1422.9190719423957,-72.03252594,-219.2496909182518,3,1300.9990719423956,0.0,0.014406379999996943,84.30195211016559,249.55766599133108,GNSS Jamming (Simulated),GNSS Spoofing
